session_id,session_type,speaker,input_text,emotion,conflict_type,response_type,privacy_level,ai_response,input_output
BM07635,couple,both,We don't get equal space to share. How do we balance? We're willing to practice.,frustration,communication imbalance,pattern reflection,shared,Reflect back before adding your point.,Input: We don't get equal space to share. How do we balance? We're willing to practice. || Output: Reflect back before adding your point.
BM07636,couple,both,We don't get equal space to share. How do we balance? Ten minutes each would feel fair.,frustration,communication imbalance,pattern reflection,shared,Name the pattern kindly: we both want to be heard.,Input: We don't get equal space to share. How do we balance? Ten minutes each would feel fair. || Output: Name the pattern kindly: we both want to be heard.
BM07637,couple,both,We don't get equal space to share. How do we balance? We want a timer if needed.,frustration,communication imbalance,pattern reflection,shared,Agree on a signal when someone exceeds their share.,Input: We don't get equal space to share. How do we balance? We want a timer if needed. || Output: Agree on a signal when someone exceeds their share.
BM07638,couple,both,We don't get equal space to share. How do we balance? We need language that isn't blaming.,frustration,communication imbalance,pattern reflection,shared,Prioritize curiosity questions over statements.,Input: We don't get equal space to share. How do we balance? We need language that isn't blaming. || Output: Prioritize curiosity questions over statements.
BM07639,couple,both,We don't get equal space to share. How do we balance? We want teamwork.,frustration,communication imbalance,pattern reflection,shared,"If one is quieter, invite specifics: what would help you open up?","Input: We don't get equal space to share. How do we balance? We want teamwork. || Output: If one is quieter, invite specifics: what would help you open up?"
BM07640,couple,both,We don't get equal space to share. How do we balance? We'll try for a week.,frustration,communication imbalance,pattern reflection,shared,Write bullet points first to reduce ramble.,Input: We don't get equal space to share. How do we balance? We'll try for a week. || Output: Write bullet points first to reduce ramble.
BM07641,couple,both,We don't get equal space to share. We want fairness.,frustration,communication imbalance,pattern reflection,shared,Close loops: did you feel understood before moving on?,Input: We don't get equal space to share. We want fairness. || Output: Close loops: did you feel understood before moving on?
BM07642,couple,both,We don't get equal space to share. We want fairness. Please suggest tools.,frustration,communication imbalance,pattern reflection,shared,Practice the five-second pause after they finish.,Input: We don't get equal space to share. We want fairness. Please suggest tools. || Output: Practice the five-second pause after they finish.
BM07643,couple,both,We don't get equal space to share. We want fairness. We need structure.,frustration,communication imbalance,pattern reflection,shared,"If anxiety drives overtalking, name it and slow breath together.","Input: We don't get equal space to share. We want fairness. We need structure. || Output: If anxiety drives overtalking, name it and slow breath together."
BM07644,couple,both,We don't get equal space to share. We want fairness. Concrete steps help.,frustration,communication imbalance,pattern reflection,shared,Celebrate balanced talks; note what helped.,Input: We don't get equal space to share. We want fairness. Concrete steps help. || Output: Celebrate balanced talks; note what helped.
BM07645,couple,both,We don't get equal space to share. We want fairness. We're willing to practice.,frustration,communication imbalance,pattern reflection,shared,Seek help if contempt or dismissal appears when the quieter speaks.,Input: We don't get equal space to share. We want fairness. We're willing to practice. || Output: Seek help if contempt or dismissal appears when the quieter speaks.
BM07646,couple,both,We don't get equal space to share. We want fairness. Ten minutes each would feel fair.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: We don't get equal space to share. We want fairness. Ten minutes each would feel fair. || Output: Balance speaking time and reflect what you heard before replying.
BM07647,couple,both,We don't get equal space to share. We want fairness. We want a timer if needed.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: We don't get equal space to share. We want fairness. We want a timer if needed. || Output: Use turn-taking to make the conversation fair.
BM07648,couple,both,We don't get equal space to share. We want fairness. We need language that isn't blaming.,frustration,communication imbalance,pattern reflection,shared,"Try a timer: two minutes each, then swap.","Input: We don't get equal space to share. We want fairness. We need language that isn't blaming. || Output: Try a timer: two minutes each, then swap."
BM07649,couple,both,We don't get equal space to share. We want fairness. We want teamwork.,frustration,communication imbalance,pattern reflection,shared,Use a talking object; only holder speaks.,Input: We don't get equal space to share. We want fairness. We want teamwork. || Output: Use a talking object; only holder speaks.
BM07650,couple,both,We don't get equal space to share. We want fairness. We'll try for a week.,frustration,communication imbalance,pattern reflection,shared,Reflect back before adding your point.,Input: We don't get equal space to share. We want fairness. We'll try for a week. || Output: Reflect back before adding your point.
BM07651,couple,both,We don't get equal space to share. Neither of us feels fully heard.,frustration,communication imbalance,pattern reflection,shared,Name the pattern kindly: we both want to be heard.,Input: We don't get equal space to share. Neither of us feels fully heard. || Output: Name the pattern kindly: we both want to be heard.
BM07652,couple,both,We don't get equal space to share. Neither of us feels fully heard. Please suggest tools.,frustration,communication imbalance,pattern reflection,shared,Agree on a signal when someone exceeds their share.,Input: We don't get equal space to share. Neither of us feels fully heard. Please suggest tools. || Output: Agree on a signal when someone exceeds their share.
BM07653,couple,both,We don't get equal space to share. Neither of us feels fully heard. We need structure.,frustration,communication imbalance,pattern reflection,shared,Prioritize curiosity questions over statements.,Input: We don't get equal space to share. Neither of us feels fully heard. We need structure. || Output: Prioritize curiosity questions over statements.
BM07654,couple,both,We don't get equal space to share. Neither of us feels fully heard. Concrete steps help.,frustration,communication imbalance,pattern reflection,shared,"If one is quieter, invite specifics: what would help you open up?","Input: We don't get equal space to share. Neither of us feels fully heard. Concrete steps help. || Output: If one is quieter, invite specifics: what would help you open up?"
BM07655,couple,both,We don't get equal space to share. Neither of us feels fully heard. We're willing to practice.,frustration,communication imbalance,pattern reflection,shared,Write bullet points first to reduce ramble.,Input: We don't get equal space to share. Neither of us feels fully heard. We're willing to practice. || Output: Write bullet points first to reduce ramble.
BM07656,couple,both,We don't get equal space to share. Neither of us feels fully heard. Ten minutes each would feel fair.,frustration,communication imbalance,pattern reflection,shared,Close loops: did you feel understood before moving on?,Input: We don't get equal space to share. Neither of us feels fully heard. Ten minutes each would feel fair. || Output: Close loops: did you feel understood before moving on?
BM07657,couple,both,We don't get equal space to share. Neither of us feels fully heard. We want a timer if needed.,frustration,communication imbalance,pattern reflection,shared,Practice the five-second pause after they finish.,Input: We don't get equal space to share. Neither of us feels fully heard. We want a timer if needed. || Output: Practice the five-second pause after they finish.
BM07658,couple,both,We don't get equal space to share. Neither of us feels fully heard. We need language that isn't blaming.,frustration,communication imbalance,pattern reflection,shared,"If anxiety drives overtalking, name it and slow breath together.","Input: We don't get equal space to share. Neither of us feels fully heard. We need language that isn't blaming. || Output: If anxiety drives overtalking, name it and slow breath together."
BM07659,couple,both,We don't get equal space to share. Neither of us feels fully heard. We want teamwork.,frustration,communication imbalance,pattern reflection,shared,Celebrate balanced talks; note what helped.,Input: We don't get equal space to share. Neither of us feels fully heard. We want teamwork. || Output: Celebrate balanced talks; note what helped.
BM07660,couple,both,We don't get equal space to share. Neither of us feels fully heard. We'll try for a week.,frustration,communication imbalance,pattern reflection,shared,Seek help if contempt or dismissal appears when the quieter speaks.,Input: We don't get equal space to share. Neither of us feels fully heard. We'll try for a week. || Output: Seek help if contempt or dismissal appears when the quieter speaks.
BM07661,couple,both,We don't get equal space to share. We want a simple rule.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: We don't get equal space to share. We want a simple rule. || Output: Balance speaking time and reflect what you heard before replying.
BM07662,couple,both,We don't get equal space to share. We want a simple rule. Please suggest tools.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: We don't get equal space to share. We want a simple rule. Please suggest tools. || Output: Use turn-taking to make the conversation fair.
BM07663,couple,both,We don't get equal space to share. We want a simple rule. We need structure.,frustration,communication imbalance,pattern reflection,shared,"Try a timer: two minutes each, then swap.","Input: We don't get equal space to share. We want a simple rule. We need structure. || Output: Try a timer: two minutes each, then swap."
BM07664,couple,both,We don't get equal space to share. We want a simple rule. Concrete steps help.,frustration,communication imbalance,pattern reflection,shared,Use a talking object; only holder speaks.,Input: We don't get equal space to share. We want a simple rule. Concrete steps help. || Output: Use a talking object; only holder speaks.
BM07665,couple,both,We don't get equal space to share. We want a simple rule. We're willing to practice.,frustration,communication imbalance,pattern reflection,shared,Reflect back before adding your point.,Input: We don't get equal space to share. We want a simple rule. We're willing to practice. || Output: Reflect back before adding your point.
BM07666,couple,both,We don't get equal space to share. We want a simple rule. Ten minutes each would feel fair.,frustration,communication imbalance,pattern reflection,shared,Name the pattern kindly: we both want to be heard.,Input: We don't get equal space to share. We want a simple rule. Ten minutes each would feel fair. || Output: Name the pattern kindly: we both want to be heard.
BM07667,couple,both,We don't get equal space to share. We want a simple rule. We want a timer if needed.,frustration,communication imbalance,pattern reflection,shared,Agree on a signal when someone exceeds their share.,Input: We don't get equal space to share. We want a simple rule. We want a timer if needed. || Output: Agree on a signal when someone exceeds their share.
BM07668,couple,both,We don't get equal space to share. We want a simple rule. We need language that isn't blaming.,frustration,communication imbalance,pattern reflection,shared,Prioritize curiosity questions over statements.,Input: We don't get equal space to share. We want a simple rule. We need language that isn't blaming. || Output: Prioritize curiosity questions over statements.
BM07669,couple,both,We don't get equal space to share. We want a simple rule. We want teamwork.,frustration,communication imbalance,pattern reflection,shared,"If one is quieter, invite specifics: what would help you open up?","Input: We don't get equal space to share. We want a simple rule. We want teamwork. || Output: If one is quieter, invite specifics: what would help you open up?"
BM07670,couple,both,We don't get equal space to share. We want a simple rule. We'll try for a week.,frustration,communication imbalance,pattern reflection,shared,Write bullet points first to reduce ramble.,Input: We don't get equal space to share. We want a simple rule. We'll try for a week. || Output: Write bullet points first to reduce ramble.
BM07671,couple,both,We don't get equal space to share. We spiral when this happens.,frustration,communication imbalance,pattern reflection,shared,Close loops: did you feel understood before moving on?,Input: We don't get equal space to share. We spiral when this happens. || Output: Close loops: did you feel understood before moving on?
BM07672,couple,both,We don't get equal space to share. We spiral when this happens. Please suggest tools.,frustration,communication imbalance,pattern reflection,shared,Practice the five-second pause after they finish.,Input: We don't get equal space to share. We spiral when this happens. Please suggest tools. || Output: Practice the five-second pause after they finish.
BM07673,couple,both,We don't get equal space to share. We spiral when this happens. We need structure.,frustration,communication imbalance,pattern reflection,shared,"If anxiety drives overtalking, name it and slow breath together.","Input: We don't get equal space to share. We spiral when this happens. We need structure. || Output: If anxiety drives overtalking, name it and slow breath together."
BM07674,couple,both,We don't get equal space to share. We spiral when this happens. Concrete steps help.,frustration,communication imbalance,pattern reflection,shared,Celebrate balanced talks; note what helped.,Input: We don't get equal space to share. We spiral when this happens. Concrete steps help. || Output: Celebrate balanced talks; note what helped.
BM07675,couple,both,We don't get equal space to share. We spiral when this happens. We're willing to practice.,frustration,communication imbalance,pattern reflection,shared,Seek help if contempt or dismissal appears when the quieter speaks.,Input: We don't get equal space to share. We spiral when this happens. We're willing to practice. || Output: Seek help if contempt or dismissal appears when the quieter speaks.
BM07676,couple,both,We don't get equal space to share. We spiral when this happens. Ten minutes each would feel fair.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: We don't get equal space to share. We spiral when this happens. Ten minutes each would feel fair. || Output: Balance speaking time and reflect what you heard before replying.
BM07677,couple,both,We don't get equal space to share. We spiral when this happens. We want a timer if needed.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: We don't get equal space to share. We spiral when this happens. We want a timer if needed. || Output: Use turn-taking to make the conversation fair.
BM07678,couple,both,We don't get equal space to share. We spiral when this happens. We need language that isn't blaming.,frustration,communication imbalance,pattern reflection,shared,"Try a timer: two minutes each, then swap.","Input: We don't get equal space to share. We spiral when this happens. We need language that isn't blaming. || Output: Try a timer: two minutes each, then swap."
BM07679,couple,both,We don't get equal space to share. We spiral when this happens. We want teamwork.,frustration,communication imbalance,pattern reflection,shared,Use a talking object; only holder speaks.,Input: We don't get equal space to share. We spiral when this happens. We want teamwork. || Output: Use a talking object; only holder speaks.
BM07680,couple,both,We don't get equal space to share. We spiral when this happens. We'll try for a week.,frustration,communication imbalance,pattern reflection,shared,Reflect back before adding your point.,Input: We don't get equal space to share. We spiral when this happens. We'll try for a week. || Output: Reflect back before adding your point.
BM07681,couple,both,We don't get equal space to share. We need a reset button.,frustration,communication imbalance,pattern reflection,shared,Name the pattern kindly: we both want to be heard.,Input: We don't get equal space to share. We need a reset button. || Output: Name the pattern kindly: we both want to be heard.
BM07682,couple,both,We don't get equal space to share. We need a reset button. Please suggest tools.,frustration,communication imbalance,pattern reflection,shared,Agree on a signal when someone exceeds their share.,Input: We don't get equal space to share. We need a reset button. Please suggest tools. || Output: Agree on a signal when someone exceeds their share.
BM07683,couple,both,We don't get equal space to share. We need a reset button. We need structure.,frustration,communication imbalance,pattern reflection,shared,Prioritize curiosity questions over statements.,Input: We don't get equal space to share. We need a reset button. We need structure. || Output: Prioritize curiosity questions over statements.
BM07684,couple,both,We don't get equal space to share. We need a reset button. Concrete steps help.,frustration,communication imbalance,pattern reflection,shared,"If one is quieter, invite specifics: what would help you open up?","Input: We don't get equal space to share. We need a reset button. Concrete steps help. || Output: If one is quieter, invite specifics: what would help you open up?"
BM07685,couple,both,We don't get equal space to share. We need a reset button. We're willing to practice.,frustration,communication imbalance,pattern reflection,shared,Write bullet points first to reduce ramble.,Input: We don't get equal space to share. We need a reset button. We're willing to practice. || Output: Write bullet points first to reduce ramble.
BM07686,couple,both,We don't get equal space to share. We need a reset button. Ten minutes each would feel fair.,frustration,communication imbalance,pattern reflection,shared,Close loops: did you feel understood before moving on?,Input: We don't get equal space to share. We need a reset button. Ten minutes each would feel fair. || Output: Close loops: did you feel understood before moving on?
BM07687,couple,both,We don't get equal space to share. We need a reset button. We want a timer if needed.,frustration,communication imbalance,pattern reflection,shared,Practice the five-second pause after they finish.,Input: We don't get equal space to share. We need a reset button. We want a timer if needed. || Output: Practice the five-second pause after they finish.
BM07688,couple,both,We don't get equal space to share. We need a reset button. We need language that isn't blaming.,frustration,communication imbalance,pattern reflection,shared,"If anxiety drives overtalking, name it and slow breath together.","Input: We don't get equal space to share. We need a reset button. We need language that isn't blaming. || Output: If anxiety drives overtalking, name it and slow breath together."
BM07689,couple,both,We don't get equal space to share. We need a reset button. We want teamwork.,frustration,communication imbalance,pattern reflection,shared,Celebrate balanced talks; note what helped.,Input: We don't get equal space to share. We need a reset button. We want teamwork. || Output: Celebrate balanced talks; note what helped.
BM07690,couple,both,We don't get equal space to share. We need a reset button. We'll try for a week.,frustration,communication imbalance,pattern reflection,shared,Seek help if contempt or dismissal appears when the quieter speaks.,Input: We don't get equal space to share. We need a reset button. We'll try for a week. || Output: Seek help if contempt or dismissal appears when the quieter speaks.
BM07691,couple,both,"We don't get equal space to share. We want equity, not scorekeeping.",frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,"Input: We don't get equal space to share. We want equity, not scorekeeping. || Output: Balance speaking time and reflect what you heard before replying."
BM07692,couple,both,"We don't get equal space to share. We want equity, not scorekeeping. Please suggest tools.",frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,"Input: We don't get equal space to share. We want equity, not scorekeeping. Please suggest tools. || Output: Use turn-taking to make the conversation fair."
BM07693,couple,both,"We don't get equal space to share. We want equity, not scorekeeping. We need structure.",frustration,communication imbalance,pattern reflection,shared,"Try a timer: two minutes each, then swap.","Input: We don't get equal space to share. We want equity, not scorekeeping. We need structure. || Output: Try a timer: two minutes each, then swap."
BM07694,couple,both,"We don't get equal space to share. We want equity, not scorekeeping. Concrete steps help.",frustration,communication imbalance,pattern reflection,shared,Use a talking object; only holder speaks.,"Input: We don't get equal space to share. We want equity, not scorekeeping. Concrete steps help. || Output: Use a talking object; only holder speaks."
BM07695,couple,both,"We don't get equal space to share. We want equity, not scorekeeping. We're willing to practice.",frustration,communication imbalance,pattern reflection,shared,Reflect back before adding your point.,"Input: We don't get equal space to share. We want equity, not scorekeeping. We're willing to practice. || Output: Reflect back before adding your point."
BM07696,couple,both,"We don't get equal space to share. We want equity, not scorekeeping. Ten minutes each would feel fair.",frustration,communication imbalance,pattern reflection,shared,Name the pattern kindly: we both want to be heard.,"Input: We don't get equal space to share. We want equity, not scorekeeping. Ten minutes each would feel fair. || Output: Name the pattern kindly: we both want to be heard."
BM07697,couple,both,"We don't get equal space to share. We want equity, not scorekeeping. We want a timer if needed.",frustration,communication imbalance,pattern reflection,shared,Agree on a signal when someone exceeds their share.,"Input: We don't get equal space to share. We want equity, not scorekeeping. We want a timer if needed. || Output: Agree on a signal when someone exceeds their share."
BM07698,couple,both,"We don't get equal space to share. We want equity, not scorekeeping. We need language that isn't blaming.",frustration,communication imbalance,pattern reflection,shared,Prioritize curiosity questions over statements.,"Input: We don't get equal space to share. We want equity, not scorekeeping. We need language that isn't blaming. || Output: Prioritize curiosity questions over statements."
BM07699,couple,both,"We don't get equal space to share. We want equity, not scorekeeping. We want teamwork.",frustration,communication imbalance,pattern reflection,shared,"If one is quieter, invite specifics: what would help you open up?","Input: We don't get equal space to share. We want equity, not scorekeeping. We want teamwork. || Output: If one is quieter, invite specifics: what would help you open up?"
BM07700,couple,both,"We don't get equal space to share. We want equity, not scorekeeping. We'll try for a week.",frustration,communication imbalance,pattern reflection,shared,Write bullet points first to reduce ramble.,"Input: We don't get equal space to share. We want equity, not scorekeeping. We'll try for a week. || Output: Write bullet points first to reduce ramble."
BM07701,couple,both,Monologues replace dialogue.,frustration,communication imbalance,pattern reflection,shared,Close loops: did you feel understood before moving on?,Input: Monologues replace dialogue. || Output: Close loops: did you feel understood before moving on?
BM07702,couple,both,Monologues replace dialogue. Please suggest tools.,frustration,communication imbalance,pattern reflection,shared,Practice the five-second pause after they finish.,Input: Monologues replace dialogue. Please suggest tools. || Output: Practice the five-second pause after they finish.
BM07703,couple,both,Monologues replace dialogue. We need structure.,frustration,communication imbalance,pattern reflection,shared,"If anxiety drives overtalking, name it and slow breath together.","Input: Monologues replace dialogue. We need structure. || Output: If anxiety drives overtalking, name it and slow breath together."
BM07704,couple,both,Monologues replace dialogue. Concrete steps help.,frustration,communication imbalance,pattern reflection,shared,Celebrate balanced talks; note what helped.,Input: Monologues replace dialogue. Concrete steps help. || Output: Celebrate balanced talks; note what helped.
BM07705,couple,both,Monologues replace dialogue. We're willing to practice.,frustration,communication imbalance,pattern reflection,shared,Seek help if contempt or dismissal appears when the quieter speaks.,Input: Monologues replace dialogue. We're willing to practice. || Output: Seek help if contempt or dismissal appears when the quieter speaks.
BM07706,couple,both,Monologues replace dialogue. Ten minutes each would feel fair.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: Monologues replace dialogue. Ten minutes each would feel fair. || Output: Balance speaking time and reflect what you heard before replying.
BM07707,couple,both,Monologues replace dialogue. We want a timer if needed.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: Monologues replace dialogue. We want a timer if needed. || Output: Use turn-taking to make the conversation fair.
BM07708,couple,both,Monologues replace dialogue. We need language that isn't blaming.,frustration,communication imbalance,pattern reflection,shared,"Try a timer: two minutes each, then swap.","Input: Monologues replace dialogue. We need language that isn't blaming. || Output: Try a timer: two minutes each, then swap."
BM07709,couple,both,Monologues replace dialogue. We want teamwork.,frustration,communication imbalance,pattern reflection,shared,Use a talking object; only holder speaks.,Input: Monologues replace dialogue. We want teamwork. || Output: Use a talking object; only holder speaks.
BM07710,couple,both,Monologues replace dialogue. We'll try for a week.,frustration,communication imbalance,pattern reflection,shared,Reflect back before adding your point.,Input: Monologues replace dialogue. We'll try for a week. || Output: Reflect back before adding your point.
BM07711,couple,both,Monologues replace dialogue. It's frustrating.,frustration,communication imbalance,pattern reflection,shared,Name the pattern kindly: we both want to be heard.,Input: Monologues replace dialogue. It's frustrating. || Output: Name the pattern kindly: we both want to be heard.
BM07712,couple,both,Monologues replace dialogue. It's frustrating. Please suggest tools.,frustration,communication imbalance,pattern reflection,shared,Agree on a signal when someone exceeds their share.,Input: Monologues replace dialogue. It's frustrating. Please suggest tools. || Output: Agree on a signal when someone exceeds their share.
BM07713,couple,both,Monologues replace dialogue. It's frustrating. We need structure.,frustration,communication imbalance,pattern reflection,shared,Prioritize curiosity questions over statements.,Input: Monologues replace dialogue. It's frustrating. We need structure. || Output: Prioritize curiosity questions over statements.
BM07714,couple,both,Monologues replace dialogue. It's frustrating. Concrete steps help.,frustration,communication imbalance,pattern reflection,shared,"If one is quieter, invite specifics: what would help you open up?","Input: Monologues replace dialogue. It's frustrating. Concrete steps help. || Output: If one is quieter, invite specifics: what would help you open up?"
BM07715,couple,both,Monologues replace dialogue. It's frustrating. We're willing to practice.,frustration,communication imbalance,pattern reflection,shared,Write bullet points first to reduce ramble.,Input: Monologues replace dialogue. It's frustrating. We're willing to practice. || Output: Write bullet points first to reduce ramble.
BM07716,couple,both,Monologues replace dialogue. It's frustrating. Ten minutes each would feel fair.,frustration,communication imbalance,pattern reflection,shared,Close loops: did you feel understood before moving on?,Input: Monologues replace dialogue. It's frustrating. Ten minutes each would feel fair. || Output: Close loops: did you feel understood before moving on?
BM07717,couple,both,Monologues replace dialogue. It's frustrating. We want a timer if needed.,frustration,communication imbalance,pattern reflection,shared,Practice the five-second pause after they finish.,Input: Monologues replace dialogue. It's frustrating. We want a timer if needed. || Output: Practice the five-second pause after they finish.
BM07718,couple,both,Monologues replace dialogue. It's frustrating. We need language that isn't blaming.,frustration,communication imbalance,pattern reflection,shared,"If anxiety drives overtalking, name it and slow breath together.","Input: Monologues replace dialogue. It's frustrating. We need language that isn't blaming. || Output: If anxiety drives overtalking, name it and slow breath together."
BM07719,couple,both,Monologues replace dialogue. It's frustrating. We want teamwork.,frustration,communication imbalance,pattern reflection,shared,Celebrate balanced talks; note what helped.,Input: Monologues replace dialogue. It's frustrating. We want teamwork. || Output: Celebrate balanced talks; note what helped.
BM07720,couple,both,Monologues replace dialogue. It's frustrating. We'll try for a week.,frustration,communication imbalance,pattern reflection,shared,Seek help if contempt or dismissal appears when the quieter speaks.,Input: Monologues replace dialogue. It's frustrating. We'll try for a week. || Output: Seek help if contempt or dismissal appears when the quieter speaks.
BM07721,couple,both,Monologues replace dialogue. We both notice it.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: Monologues replace dialogue. We both notice it. || Output: Balance speaking time and reflect what you heard before replying.
BM07722,couple,both,Monologues replace dialogue. We both notice it. Please suggest tools.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: Monologues replace dialogue. We both notice it. Please suggest tools. || Output: Use turn-taking to make the conversation fair.
BM07723,couple,both,Monologues replace dialogue. We both notice it. We need structure.,frustration,communication imbalance,pattern reflection,shared,"Try a timer: two minutes each, then swap.","Input: Monologues replace dialogue. We both notice it. We need structure. || Output: Try a timer: two minutes each, then swap."
BM07724,couple,both,Monologues replace dialogue. We both notice it. Concrete steps help.,frustration,communication imbalance,pattern reflection,shared,Use a talking object; only holder speaks.,Input: Monologues replace dialogue. We both notice it. Concrete steps help. || Output: Use a talking object; only holder speaks.
BM07725,couple,both,Monologues replace dialogue. We both notice it. We're willing to practice.,frustration,communication imbalance,pattern reflection,shared,Reflect back before adding your point.,Input: Monologues replace dialogue. We both notice it. We're willing to practice. || Output: Reflect back before adding your point.
BM07726,couple,both,Monologues replace dialogue. We both notice it. Ten minutes each would feel fair.,frustration,communication imbalance,pattern reflection,shared,Name the pattern kindly: we both want to be heard.,Input: Monologues replace dialogue. We both notice it. Ten minutes each would feel fair. || Output: Name the pattern kindly: we both want to be heard.
BM07727,couple,both,Monologues replace dialogue. We both notice it. We want a timer if needed.,frustration,communication imbalance,pattern reflection,shared,Agree on a signal when someone exceeds their share.,Input: Monologues replace dialogue. We both notice it. We want a timer if needed. || Output: Agree on a signal when someone exceeds their share.
BM07728,couple,both,Monologues replace dialogue. We both notice it. We need language that isn't blaming.,frustration,communication imbalance,pattern reflection,shared,Prioritize curiosity questions over statements.,Input: Monologues replace dialogue. We both notice it. We need language that isn't blaming. || Output: Prioritize curiosity questions over statements.
BM07729,couple,both,Monologues replace dialogue. We both notice it. We want teamwork.,frustration,communication imbalance,pattern reflection,shared,"If one is quieter, invite specifics: what would help you open up?","Input: Monologues replace dialogue. We both notice it. We want teamwork. || Output: If one is quieter, invite specifics: what would help you open up?"
BM07730,couple,both,Monologues replace dialogue. We both notice it. We'll try for a week.,frustration,communication imbalance,pattern reflection,shared,Write bullet points first to reduce ramble.,Input: Monologues replace dialogue. We both notice it. We'll try for a week. || Output: Write bullet points first to reduce ramble.
BM07731,couple,both,Monologues replace dialogue. How do we balance?,frustration,communication imbalance,pattern reflection,shared,Close loops: did you feel understood before moving on?,Input: Monologues replace dialogue. How do we balance? || Output: Close loops: did you feel understood before moving on?
BM07732,couple,both,Monologues replace dialogue. How do we balance? Please suggest tools.,frustration,communication imbalance,pattern reflection,shared,Practice the five-second pause after they finish.,Input: Monologues replace dialogue. How do we balance? Please suggest tools. || Output: Practice the five-second pause after they finish.
BM07733,couple,both,Monologues replace dialogue. How do we balance? We need structure.,frustration,communication imbalance,pattern reflection,shared,"If anxiety drives overtalking, name it and slow breath together.","Input: Monologues replace dialogue. How do we balance? We need structure. || Output: If anxiety drives overtalking, name it and slow breath together."
BM07734,couple,both,Monologues replace dialogue. How do we balance? Concrete steps help.,frustration,communication imbalance,pattern reflection,shared,Celebrate balanced talks; note what helped.,Input: Monologues replace dialogue. How do we balance? Concrete steps help. || Output: Celebrate balanced talks; note what helped.
BM07735,couple,both,Monologues replace dialogue. How do we balance? We're willing to practice.,frustration,communication imbalance,pattern reflection,shared,Seek help if contempt or dismissal appears when the quieter speaks.,Input: Monologues replace dialogue. How do we balance? We're willing to practice. || Output: Seek help if contempt or dismissal appears when the quieter speaks.
BM07736,couple,both,Monologues replace dialogue. How do we balance? Ten minutes each would feel fair.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: Monologues replace dialogue. How do we balance? Ten minutes each would feel fair. || Output: Balance speaking time and reflect what you heard before replying.
BM07737,couple,both,Monologues replace dialogue. How do we balance? We want a timer if needed.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: Monologues replace dialogue. How do we balance? We want a timer if needed. || Output: Use turn-taking to make the conversation fair.
BM07738,couple,both,Monologues replace dialogue. How do we balance? We need language that isn't blaming.,frustration,communication imbalance,pattern reflection,shared,"Try a timer: two minutes each, then swap.","Input: Monologues replace dialogue. How do we balance? We need language that isn't blaming. || Output: Try a timer: two minutes each, then swap."
BM07739,couple,both,Monologues replace dialogue. How do we balance? We want teamwork.,frustration,communication imbalance,pattern reflection,shared,Use a talking object; only holder speaks.,Input: Monologues replace dialogue. How do we balance? We want teamwork. || Output: Use a talking object; only holder speaks.
BM07740,couple,both,Monologues replace dialogue. How do we balance? We'll try for a week.,frustration,communication imbalance,pattern reflection,shared,Reflect back before adding your point.,Input: Monologues replace dialogue. How do we balance? We'll try for a week. || Output: Reflect back before adding your point.
BM07741,couple,both,Monologues replace dialogue. We want fairness.,frustration,communication imbalance,pattern reflection,shared,Name the pattern kindly: we both want to be heard.,Input: Monologues replace dialogue. We want fairness. || Output: Name the pattern kindly: we both want to be heard.
BM07742,couple,both,Monologues replace dialogue. We want fairness. Please suggest tools.,frustration,communication imbalance,pattern reflection,shared,Agree on a signal when someone exceeds their share.,Input: Monologues replace dialogue. We want fairness. Please suggest tools. || Output: Agree on a signal when someone exceeds their share.
BM07743,couple,both,Monologues replace dialogue. We want fairness. We need structure.,frustration,communication imbalance,pattern reflection,shared,Prioritize curiosity questions over statements.,Input: Monologues replace dialogue. We want fairness. We need structure. || Output: Prioritize curiosity questions over statements.
BM07744,couple,both,Monologues replace dialogue. We want fairness. Concrete steps help.,frustration,communication imbalance,pattern reflection,shared,"If one is quieter, invite specifics: what would help you open up?","Input: Monologues replace dialogue. We want fairness. Concrete steps help. || Output: If one is quieter, invite specifics: what would help you open up?"
BM07745,couple,both,Monologues replace dialogue. We want fairness. We're willing to practice.,frustration,communication imbalance,pattern reflection,shared,Write bullet points first to reduce ramble.,Input: Monologues replace dialogue. We want fairness. We're willing to practice. || Output: Write bullet points first to reduce ramble.
