session_id,session_type,speaker,input_text,emotion,conflict_type,response_type,privacy_level,ai_response,input_output
BM00731,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,Feeling ignored can hurt. Ask for a calm moment and state one specific need.,Input: I feel she does not listen when I try to explain. || Output: Feeling ignored can hurt. Ask for a calm moment and state one specific need.
BM00732,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.,Input: He gets defensive and I stop sharing. || Output: You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.
BM00733,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We keep arguing about the same issue. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM00734,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,Recognize your part and plan how to manage stress before conversations.,Input: Work stress made me speak harshly. || Output: Recognize your part and plan how to manage stress before conversations.
BM00735,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel excluded from important decisions. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM00736,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Great goal. Practice active listening and end with one action step.,Input: We want to communicate better. || Output: Great goal. Practice active listening and end with one action step.
BM00737,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Share a positive memory to reopen safe communication.,Input: I miss how we used to talk calmly. || Output: Share a positive memory to reopen safe communication.
BM00738,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: One of us dominates the conversation. || Output: Balance speaking time and reflect what you heard before replying.
BM00739,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Ask for a break if the tone escalates.,Input: Arguments make me anxious. || Output: Ask for a break if the tone escalates.
BM00740,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Keep the rule simple: one speaks, one listens, then summarize.","Input: We will listen without interrupting. || Output: Keep the rule simple: one speaks, one listens, then summarize."
BM00741,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,It sounds like you feel unheard. Try expressing your needs calmly and clearly.,Input: I feel she does not listen when I try to explain. || Output: It sounds like you feel unheard. Try expressing your needs calmly and clearly.
BM00742,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,This pattern suggests tension. Try choosing a calmer time to talk.,Input: He gets defensive and I stop sharing. || Output: This pattern suggests tension. Try choosing a calmer time to talk.
BM00743,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We keep arguing about the same issue. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM00744,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,Recognize your part and plan how to manage stress before conversations.,Input: Work stress made me speak harshly. || Output: Recognize your part and plan how to manage stress before conversations.
BM00745,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel excluded from important decisions. || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM00746,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Great goal. Practice active listening and end with one action step.,Input: We want to communicate better. || Output: Great goal. Practice active listening and end with one action step.
BM00747,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Share a positive memory to reopen safe communication.,Input: I miss how we used to talk calmly. || Output: Share a positive memory to reopen safe communication.
BM00748,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: One of us dominates the conversation. || Output: Balance speaking time and reflect what you heard before replying.
BM00749,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Take a short pause and use slow breathing before continuing.,Input: Arguments make me anxious. || Output: Take a short pause and use slow breathing before continuing.
BM00750,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Use a small, clear plan and follow it consistently.","Input: We will listen without interrupting. || Output: Use a small, clear plan and follow it consistently."
BM00751,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,Feeling ignored can hurt. Ask for a calm moment and state one specific need.,Input: I feel she does not listen when I try to explain. || Output: Feeling ignored can hurt. Ask for a calm moment and state one specific need.
BM00752,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.,Input: He gets defensive and I stop sharing. || Output: You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.
BM00753,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We keep arguing about the same issue. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM00754,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,Recognize your part and plan how to manage stress before conversations.,Input: Work stress made me speak harshly. || Output: Recognize your part and plan how to manage stress before conversations.
BM00755,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel excluded from important decisions. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM00756,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Great goal. Practice active listening and end with one action step.,Input: We want to communicate better. || Output: Great goal. Practice active listening and end with one action step.
BM00757,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Plan a calm activity together to rebuild connection.,Input: I miss how we used to talk calmly. || Output: Plan a calm activity together to rebuild connection.
BM00758,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: One of us dominates the conversation. || Output: Balance speaking time and reflect what you heard before replying.
BM00759,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Ask for a break if the tone escalates.,Input: Arguments make me anxious. || Output: Ask for a break if the tone escalates.
BM00760,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Keep the rule simple: one speaks, one listens, then summarize.","Input: We will listen without interrupting. || Output: Keep the rule simple: one speaks, one listens, then summarize."
BM00761,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,It sounds like you feel unheard. Try expressing your needs calmly and clearly.,Input: I feel she does not listen when I try to explain. || Output: It sounds like you feel unheard. Try expressing your needs calmly and clearly.
BM00762,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.,Input: He gets defensive and I stop sharing. || Output: You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.
BM00763,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: We keep arguing about the same issue. || Output: Slow the discussion and let each person speak fully before responding.
BM00764,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,Recognize your part and plan how to manage stress before conversations.,Input: Work stress made me speak harshly. || Output: Recognize your part and plan how to manage stress before conversations.
BM00765,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel excluded from important decisions. || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM00766,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Great goal. Practice active listening and end with one action step.,Input: We want to communicate better. || Output: Great goal. Practice active listening and end with one action step.
BM00767,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Plan a calm activity together to rebuild connection.,Input: I miss how we used to talk calmly. || Output: Plan a calm activity together to rebuild connection.
BM00768,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: One of us dominates the conversation. || Output: Balance speaking time and reflect what you heard before replying.
BM00769,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Ask for a break if the tone escalates.,Input: Arguments make me anxious. || Output: Ask for a break if the tone escalates.
BM00770,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Keep the rule simple: one speaks, one listens, then summarize.","Input: We will listen without interrupting. || Output: Keep the rule simple: one speaks, one listens, then summarize."
BM00771,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,It sounds like you feel unheard. Try expressing your needs calmly and clearly.,Input: I feel she does not listen when I try to explain. || Output: It sounds like you feel unheard. Try expressing your needs calmly and clearly.
BM00772,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,This pattern suggests tension. Try choosing a calmer time to talk.,Input: He gets defensive and I stop sharing. || Output: This pattern suggests tension. Try choosing a calmer time to talk.
BM00773,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We keep arguing about the same issue. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM00774,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,Recognize your part and plan how to manage stress before conversations.,Input: Work stress made me speak harshly. || Output: Recognize your part and plan how to manage stress before conversations.
BM00775,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel excluded from important decisions. || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM00776,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Build on this by checking in regularly and keeping respect.,Input: We want to communicate better. || Output: Build on this by checking in regularly and keeping respect.
BM00777,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Share a positive memory to reopen safe communication.,Input: I miss how we used to talk calmly. || Output: Share a positive memory to reopen safe communication.
BM00778,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: One of us dominates the conversation. || Output: Use turn-taking to make the conversation fair.
BM00779,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Take a short pause and use slow breathing before continuing.,Input: Arguments make me anxious. || Output: Take a short pause and use slow breathing before continuing.
BM00780,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Keep the rule simple: one speaks, one listens, then summarize.","Input: We will listen without interrupting. || Output: Keep the rule simple: one speaks, one listens, then summarize."
BM00781,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,It sounds like you feel unheard. Try expressing your needs calmly and clearly.,Input: I feel she does not listen when I try to explain. || Output: It sounds like you feel unheard. Try expressing your needs calmly and clearly.
BM00782,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.,Input: He gets defensive and I stop sharing. || Output: You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.
BM00783,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: We keep arguing about the same issue. || Output: Slow the discussion and let each person speak fully before responding.
BM00784,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,"Acknowledge the tone, apologize, and commit to a calmer response next time.","Input: Work stress made me speak harshly. || Output: Acknowledge the tone, apologize, and commit to a calmer response next time."
BM00785,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel excluded from important decisions. || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM00786,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Build on this by checking in regularly and keeping respect.,Input: We want to communicate better. || Output: Build on this by checking in regularly and keeping respect.
BM00787,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Plan a calm activity together to rebuild connection.,Input: I miss how we used to talk calmly. || Output: Plan a calm activity together to rebuild connection.
BM00788,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: One of us dominates the conversation. || Output: Balance speaking time and reflect what you heard before replying.
BM00789,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Ask for a break if the tone escalates.,Input: Arguments make me anxious. || Output: Ask for a break if the tone escalates.
BM00790,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Use a small, clear plan and follow it consistently.","Input: We will listen without interrupting. || Output: Use a small, clear plan and follow it consistently."
BM00791,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,Feeling ignored can hurt. Ask for a calm moment and state one specific need.,Input: I feel she does not listen when I try to explain. || Output: Feeling ignored can hurt. Ask for a calm moment and state one specific need.
BM00792,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,This pattern suggests tension. Try choosing a calmer time to talk.,Input: He gets defensive and I stop sharing. || Output: This pattern suggests tension. Try choosing a calmer time to talk.
BM00793,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We keep arguing about the same issue. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM00794,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,"Acknowledge the tone, apologize, and commit to a calmer response next time.","Input: Work stress made me speak harshly. || Output: Acknowledge the tone, apologize, and commit to a calmer response next time."
BM00795,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel excluded from important decisions. || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM00796,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Great goal. Practice active listening and end with one action step.,Input: We want to communicate better. || Output: Great goal. Practice active listening and end with one action step.
BM00797,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Share a positive memory to reopen safe communication.,Input: I miss how we used to talk calmly. || Output: Share a positive memory to reopen safe communication.
BM00798,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: One of us dominates the conversation. || Output: Use turn-taking to make the conversation fair.
BM00799,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Take a short pause and use slow breathing before continuing.,Input: Arguments make me anxious. || Output: Take a short pause and use slow breathing before continuing.
BM00800,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Use a small, clear plan and follow it consistently.","Input: We will listen without interrupting. || Output: Use a small, clear plan and follow it consistently."
BM00801,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,Feeling ignored can hurt. Ask for a calm moment and state one specific need.,Input: I feel she does not listen when I try to explain. || Output: Feeling ignored can hurt. Ask for a calm moment and state one specific need.
BM00802,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,This pattern suggests tension. Try choosing a calmer time to talk.,Input: He gets defensive and I stop sharing. || Output: This pattern suggests tension. Try choosing a calmer time to talk.
BM00803,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We keep arguing about the same issue. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM00804,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,Recognize your part and plan how to manage stress before conversations.,Input: Work stress made me speak harshly. || Output: Recognize your part and plan how to manage stress before conversations.
BM00805,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel excluded from important decisions. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM00806,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Build on this by checking in regularly and keeping respect.,Input: We want to communicate better. || Output: Build on this by checking in regularly and keeping respect.
BM00807,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Plan a calm activity together to rebuild connection.,Input: I miss how we used to talk calmly. || Output: Plan a calm activity together to rebuild connection.
BM00808,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: One of us dominates the conversation. || Output: Use turn-taking to make the conversation fair.
BM00809,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Take a short pause and use slow breathing before continuing.,Input: Arguments make me anxious. || Output: Take a short pause and use slow breathing before continuing.
BM00810,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Use a small, clear plan and follow it consistently.","Input: We will listen without interrupting. || Output: Use a small, clear plan and follow it consistently."
BM00811,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,It sounds like you feel unheard. Try expressing your needs calmly and clearly.,Input: I feel she does not listen when I try to explain. || Output: It sounds like you feel unheard. Try expressing your needs calmly and clearly.
BM00812,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.,Input: He gets defensive and I stop sharing. || Output: You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.
BM00813,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: We keep arguing about the same issue. || Output: Slow the discussion and let each person speak fully before responding.
BM00814,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,"Acknowledge the tone, apologize, and commit to a calmer response next time.","Input: Work stress made me speak harshly. || Output: Acknowledge the tone, apologize, and commit to a calmer response next time."
BM00815,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel excluded from important decisions. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM00816,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Build on this by checking in regularly and keeping respect.,Input: We want to communicate better. || Output: Build on this by checking in regularly and keeping respect.
BM00817,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Share a positive memory to reopen safe communication.,Input: I miss how we used to talk calmly. || Output: Share a positive memory to reopen safe communication.
BM00818,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: One of us dominates the conversation. || Output: Use turn-taking to make the conversation fair.
BM00819,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Ask for a break if the tone escalates.,Input: Arguments make me anxious. || Output: Ask for a break if the tone escalates.
BM00820,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Keep the rule simple: one speaks, one listens, then summarize.","Input: We will listen without interrupting. || Output: Keep the rule simple: one speaks, one listens, then summarize."
BM00821,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,Feeling ignored can hurt. Ask for a calm moment and state one specific need.,Input: I feel she does not listen when I try to explain. || Output: Feeling ignored can hurt. Ask for a calm moment and state one specific need.
BM00822,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,This pattern suggests tension. Try choosing a calmer time to talk.,Input: He gets defensive and I stop sharing. || Output: This pattern suggests tension. Try choosing a calmer time to talk.
BM00823,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: We keep arguing about the same issue. || Output: Slow the discussion and let each person speak fully before responding.
BM00824,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,Recognize your part and plan how to manage stress before conversations.,Input: Work stress made me speak harshly. || Output: Recognize your part and plan how to manage stress before conversations.
BM00825,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel excluded from important decisions. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM00826,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Great goal. Practice active listening and end with one action step.,Input: We want to communicate better. || Output: Great goal. Practice active listening and end with one action step.
BM00827,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Plan a calm activity together to rebuild connection.,Input: I miss how we used to talk calmly. || Output: Plan a calm activity together to rebuild connection.
BM00828,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: One of us dominates the conversation. || Output: Balance speaking time and reflect what you heard before replying.
BM00829,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Take a short pause and use slow breathing before continuing.,Input: Arguments make me anxious. || Output: Take a short pause and use slow breathing before continuing.
BM00830,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Use a small, clear plan and follow it consistently.","Input: We will listen without interrupting. || Output: Use a small, clear plan and follow it consistently."
BM00831,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,Feeling ignored can hurt. Ask for a calm moment and state one specific need.,Input: I feel she does not listen when I try to explain. || Output: Feeling ignored can hurt. Ask for a calm moment and state one specific need.
BM00832,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,This pattern suggests tension. Try choosing a calmer time to talk.,Input: He gets defensive and I stop sharing. || Output: This pattern suggests tension. Try choosing a calmer time to talk.
BM00833,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: We keep arguing about the same issue. || Output: Slow the discussion and let each person speak fully before responding.
BM00834,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,Recognize your part and plan how to manage stress before conversations.,Input: Work stress made me speak harshly. || Output: Recognize your part and plan how to manage stress before conversations.
BM00835,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel excluded from important decisions. || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM00836,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Great goal. Practice active listening and end with one action step.,Input: We want to communicate better. || Output: Great goal. Practice active listening and end with one action step.
BM00837,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Share a positive memory to reopen safe communication.,Input: I miss how we used to talk calmly. || Output: Share a positive memory to reopen safe communication.
BM00838,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: One of us dominates the conversation. || Output: Balance speaking time and reflect what you heard before replying.
BM00839,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Take a short pause and use slow breathing before continuing.,Input: Arguments make me anxious. || Output: Take a short pause and use slow breathing before continuing.
BM00840,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Use a small, clear plan and follow it consistently.","Input: We will listen without interrupting. || Output: Use a small, clear plan and follow it consistently."
BM00841,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,It sounds like you feel unheard. Try expressing your needs calmly and clearly.,Input: I feel she does not listen when I try to explain. || Output: It sounds like you feel unheard. Try expressing your needs calmly and clearly.
BM00842,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.,Input: He gets defensive and I stop sharing. || Output: You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.
BM00843,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: We keep arguing about the same issue. || Output: Slow the discussion and let each person speak fully before responding.
BM00844,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,Recognize your part and plan how to manage stress before conversations.,Input: Work stress made me speak harshly. || Output: Recognize your part and plan how to manage stress before conversations.
BM00845,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel excluded from important decisions. || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM00846,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Build on this by checking in regularly and keeping respect.,Input: We want to communicate better. || Output: Build on this by checking in regularly and keeping respect.
BM00847,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Plan a calm activity together to rebuild connection.,Input: I miss how we used to talk calmly. || Output: Plan a calm activity together to rebuild connection.
BM00848,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: One of us dominates the conversation. || Output: Balance speaking time and reflect what you heard before replying.
BM00849,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Ask for a break if the tone escalates.,Input: Arguments make me anxious. || Output: Ask for a break if the tone escalates.
BM00850,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Keep the rule simple: one speaks, one listens, then summarize.","Input: We will listen without interrupting. || Output: Keep the rule simple: one speaks, one listens, then summarize."
BM00851,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,It sounds like you feel unheard. Try expressing your needs calmly and clearly.,Input: I feel she does not listen when I try to explain. || Output: It sounds like you feel unheard. Try expressing your needs calmly and clearly.
BM00852,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,This pattern suggests tension. Try choosing a calmer time to talk.,Input: He gets defensive and I stop sharing. || Output: This pattern suggests tension. Try choosing a calmer time to talk.
BM00853,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We keep arguing about the same issue. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM00854,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,"Acknowledge the tone, apologize, and commit to a calmer response next time.","Input: Work stress made me speak harshly. || Output: Acknowledge the tone, apologize, and commit to a calmer response next time."
BM00855,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel excluded from important decisions. || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM00856,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Build on this by checking in regularly and keeping respect.,Input: We want to communicate better. || Output: Build on this by checking in regularly and keeping respect.
BM00857,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Plan a calm activity together to rebuild connection.,Input: I miss how we used to talk calmly. || Output: Plan a calm activity together to rebuild connection.
BM00858,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: One of us dominates the conversation. || Output: Use turn-taking to make the conversation fair.
BM00859,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Take a short pause and use slow breathing before continuing.,Input: Arguments make me anxious. || Output: Take a short pause and use slow breathing before continuing.
BM00860,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Keep the rule simple: one speaks, one listens, then summarize.","Input: We will listen without interrupting. || Output: Keep the rule simple: one speaks, one listens, then summarize."
BM00861,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,Feeling ignored can hurt. Ask for a calm moment and state one specific need.,Input: I feel she does not listen when I try to explain. || Output: Feeling ignored can hurt. Ask for a calm moment and state one specific need.
BM00862,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.,Input: He gets defensive and I stop sharing. || Output: You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.
